Reference,Master Grant Type Name,Open mode / Directed
103320/Z/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
103322/Z/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
103339/Z/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
103339/Z/15/A,Open Access for Terminated Award,Other
103340/Z/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
103341/Z/13/A,Provision for Public Engagement,Other
103341/Z/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
103343/A/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
103343/Z/13/A,Investigator Award in H&SS,Discovery Awards (or equivalent)
103343/Z/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
103344/Z/13/A,Provision for Public Engagement,Other
103344/Z/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
103360/Z/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
103378/Z/13/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
103391/Z/13/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103391/Z/13/B,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103392/Z/13/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103392/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103393/Z/13/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103393/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103394/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103395/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103451/Z/14/Z,Research Resources Award,Directed
103456/Z/14/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
103482/Z/14/Z,Research Resources Award,Directed
103483/Z/14/Z,Research Resources Award,Directed
103485/Z/14/Z,Research Resources Award,Directed
103486/Z/14/A,Research Resources Award,Directed
103486/Z/14/Z,Research Resources Award,Directed
103487/Z/14/Z,Research Resources Award,Directed
103488/Z/14/A,Research Resources Award,Directed
103488/Z/14/Z,Research Resources Award,Directed
103491/Z/14/Z,Research Resources Award,Directed
103494/Z/14/Z,Research Resources Award,Directed
103495/Z/14/Z,Research Resources Award,Directed
103503/Z/14/Z,Research Resources Award,Directed
103696/Z/14/Z,Research Resources Award,Directed
103697/Z/14/Z,Research Resources Scoping Award,Other
103714/B/14/Z,International Recruitment Supplement,Other
103714/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103717/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103720/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103721/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103722/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103727/Z/14/Z,Open Access for Terminated Award,Other
103740/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103741/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103744/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103759/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103760/Z/14/A,Research Enrichment - Open Research,Other
103760/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103767/A/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103767/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103780/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103782/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103784/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103788/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103789/Z/14/A,Research Enrichment - Open Research,Other
103789/Z/14/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
103792/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103799/A/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103799/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103805/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103830/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103838/Z/14/Z,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
103839/Z/14/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
103844/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103852/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103857/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103865/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103882/Z/14/B,Research Enrichment - Open Research,Other
103882/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103895/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103896/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103897/Z/14/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
103913/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103915/B/14/A,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
103915/B/14/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
103915/Z/14/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
103918/Z/14/Z,Research Resources Scoping Award,Other
103950/B/14/Z,International Recruitment Supplement,Other
103950/Z/14/A,Principal Research Fellowship (New),Discovery Awards (or equivalent)
103950/Z/14/Z,Principal Research Fellowship (New),Discovery Awards (or equivalent)
103951/Z/14/Z,International Training Fellowship,Early Career (or equivalent)
103953/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103956/B/14/Z,Sanger Resource Collaboration,Directed
103956/Z/14/Z,International Training Fellowship,Early Career (or equivalent)
103957/B/14/Z,International Training Fellowship,Early Career (or equivalent)
103957/Z/14/Z,International Training Fellowship,Early Career (or equivalent)
103963/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103972/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103972/Z/19/A,Open Access for Terminated Award,Other
103973/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103975/A/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103975/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103977/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103980/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103986/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103994/Z/14/Z,International Training Fellowship,Early Career (or equivalent)
103995/Z/14/A,Provision for Public Engagement,Other
103995/Z/14/Z,International Intermediate Fellowship,Career Development (or equivalent)
104001/Z/14/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
104017/Z/14/Z,International Intermediate Fellowship,Career Development (or equivalent)
104025/Z/14/A,Strategic Award - Science,Directed
104025/Z/14/Z,Strategic Award - Science,Directed
104033/Z/14/Z,Strategic Award - Science,Directed
104036/Z/14/Z,Strategic Award - Science,Directed
104045/Z/14/A,Research Resources Scoping Award,Other
104050/Z/14/Z,Research Resources Scoping Award,Other
104076/Z/14/A,Intermediate Clinical Fellowship,Career Development (or equivalent)
104076/Z/14/Z,Intermediate Clinical Fellowship,Career Development (or equivalent)
104079/Z/14/A,Provision for Public Engagement,Other
104079/Z/14/B,Intermediate Clinical Fellowship,Career Development (or equivalent)
104079/Z/14/Z,Intermediate Clinical Fellowship,Career Development (or equivalent)
104103/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104104/A/14/Z,Strategic Award - Science,Directed
104104/Z/14/Z,Strategic Award - Science,Directed
104110/Z/14/A,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
104110/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104111/A/14/Z,Wellcome Trust Centres in Science Extension,Directed
104111/B/14/Z,Recruitment Enhancement,Other
104111/Z/14/A,Provision for Public Engagement,Other
104111/Z/14/Z,Wellcome Trust Centre,Directed
104116/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104125/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104128/A/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104128/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104150/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104151/Z/14/A,Sir Henry Dale Fellowship,Career Development (or equivalent)
104151/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104158/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104169/A/14/Z,Sanger Resource Collaboration,Directed
104169/Z/14/A,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
104169/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104175/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104178/Z/14/A,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
104178/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104192/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104193/Z/14/B,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
104193/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104193/Z/16/A,Enhancement,Other
104194/Z/14/A,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
104194/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104196/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104241/Z/14/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
104242/Z/14/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
104285/B/14/A,Research Enrichment - Open Research,Other
104285/B/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104285/Z/14/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
104347/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104347/Z/17/B,Open Access for Terminated Award,Other
104349/Z/14/A,Provision for Public Engagement,Other
104349/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104366/Z/14/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
104385/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104387/Z/14/Z,Research Training Fellowship,Early Career (or equivalent)
104391/A/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104391/Z/14/A,Provision for Public Engagement,Other
104391/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104411/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104433/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104433/Z/17/A,Open Access for Terminated Award,Other
104433/Z/20/B,Open Access for Terminated Award,Other
104440/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104469/Z/14/A,Provision for Public Engagement,Other
104469/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104473/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104486/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104509/Z/14/Z,University Award in H&SS,Career Development (or equivalent)
104523/A/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104523/A/20/A,Open Access for Terminated Award,Other
104523/Z/14/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
104558/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104566/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104567/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104568/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104571/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104575/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104580/Z/14/B,Provision for Public Engagement,Other
104580/Z/14/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
104582/Z/14/Z,Research Resources Scoping Award,Other
104612/Z/14/A,Provision for Public Engagement,Other
104612/Z/14/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
104627/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104631/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104632/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104633/Z/14/A,Enhancement,Other
104633/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104634/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104640/B/14/Z,Sanger Resource Collaboration,Directed
104640/Z/14/A,Enhancement,Other
104640/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104641/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104648/Z/14/A,Provision for Public Engagement,Other
104648/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104682/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104710/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104726/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104748/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104750/Z/14/A,Enhancement,Other
104750/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104752/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104771/B/14/Z,Residual Award,Other
104771/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104777/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104783/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104785/B/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104785/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104792/Z/14/Z,Investigator Award in Science,Discovery Awards (or equivalent)
104799/Z/14/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
104803/Z/14/A,Provision for Public Engagement,Other
104803/Z/14/B,Clinical Excellence Award,Other
104803/Z/14/Z,Senior Research Fellowship Clinical Renewal,Discovery Awards (or equivalent)
104803/Z/16/C,Open Access for Terminated Award,Other
104803/Z/16/D,Open Access for Terminated Award,Other
104806/Z/14/Z,Open Access for Terminated Award,Other
104809/Z/14/Z,Research Resources Scoping Award,Other
104825/A/14/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
104825/Z/14/B,Research Enrichment - Public Engagement,Other
104825/Z/14/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
104830/Z/14/A,Provision for Public Engagement,Other
104830/Z/14/B,Provision for Public Engagement,Other
104830/Z/14/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
104831/Z/14/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
104832/B/14/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
104832/Z/14/A,Provision for Public Engagement,Other
104832/Z/14/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
104835/Z/14/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
104845/Z/14/A,Investigator Award in H&SS,Discovery Awards (or equivalent)
104845/Z/14/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
104848/Z/14/A,Provision for Public Engagement,Other
